id,herb_hindi,synonyms,herb_english,botanical_name,varga_category,classical_properties,raw_karma_sanskrit,english_symptoms,hindi_symptoms
BPN_0094,हरिद्रा,"हरिद्रा, काञ्चनी, पीता, निशा, वरवर्णिनी, कृमिघ्नी, हल्दी, योषित्प्रिया, हट्टविलासिनी  ",,,हरीतक्यादिवर्गः,"Rasa: कटु, तिक्त | Guna: रूक्ष | Virya: उष्ण","कफपित्तनुत्, वर्ण्या, त्वग्दोष-मेहा-अस्र-शोथ-पाण्डु-व्रणापहा",,
BPN_0095,कर्पूरहरिद्रा,"दार्वीभेदा, आम्रगन्धा, सुरभीदरु, दारु, कर्पूरा, पद्मपत्रा सुरीमत्, सुरतारका ",,,हरीतक्यादिवर्गः,"Rasa: मधुरा, तिक्ता | Virya: शीता","वातला, पित्तहृत्, सर्वकण्डूविनाशिनी",,
BPN_0096,वनहरिद्रा,,,,हरीतक्यादिवर्गः,,कन्द-कुष्ठवातास्रनाशन,,
BPN_0097,दारुहरिद्रा,"दार्वी, दारुहरिद्रा, पर्जन्या, पर्जनी, कटकङ्कटेरी, पीता, पचम्पचा, कालीयक, कालेयक, पीतद्रु, हारिद्रु, पीतदारु, पितक",,,हरीतक्यादिवर्गः,,नेत्रकर्णास्यरोगनुत्,,
BPN_0098,रसाञ्जनम्,"रसाञ्जन, तार्क्ष्यशैल, रसगर्भ, तार्क्ष्यज",,,हरीतक्यादिवर्गः,"Rasa: कटु, तिक्त | Virya: उष्ण","श्लेष्म-विष-नेत्र-विकारनुत्, रसायन, छेदन, व्रणदोषहृत्",,
BPN_0099,बाकुची,"अवल्गुज, बाकुची, सोमराजी, सुपर्णिका, शशिलेखा, कृष्णाफला, सोमा, पूतिफली, सोमवल्ली, कालमेषी, कुष्ठघ्नी  ",,,हरीतक्यादिवर्गः,"Rasa: मधुरा, तिक्ता | Guna: रूक्ष | Virya: हिमा | Vipaka: कटु","रसायनी, विष्टम्भहृत्, रुच्या, सरा, श्लेष्मा-अस्र-पित्तनुत्,हृद्या , श्वास-कुष्ठ-मेह-ज्वर-कृमि-प्रणुत्, पित्तल, कुष्ठ-कफा-अनिलहर,",,
BPN_0100,फलगुणाः,,,,हरीतक्यादिवर्गः,Rasa: कटु,"केश्य, त्वच्य-कृमि-श्वास-कास-शोथा-आम-पाण्डुनुत्",,
BPN_0101,चक्रमर्दः,"चक्रमर्द, प्रपुन्नट, दद्रुघ्न, मेषलोचन, पद्माट, एडगज, चक्री, पुन्नाट",,,हरीतक्यादिवर्गः,"Rasa: स्वादु | Guna: लघु, रूक्ष | Virya: हिम","पित्ता-अनिलापह, हृद्य, कफ-श्वास-कुष्ठ-दद्रु-कृमीहर",,
BPN_0102,तत्फलम्,,,,हरीतक्यादिवर्गः,Rasa: कटु | Virya: उष्ण,कुष्ठ-कण्डू-दद्रु-विषा-अनिल-गुल्म-कास-क्रिमि-श्वास-नाशन,,
BPN_0103,अतिविषा,"विषा, अतिविषा, विश्वा, शृङ्गी, प्रतिविषा, अरुणा, शुक्लकन्दा, उपविषा, भङ्गुरा, घुणवल्लभा ",,,हरीतक्यादिवर्गः,"Rasa: कटु, तिक्त | Virya: उष्णा","पाचनी, दीपनी, कफ-पित्ता-अतिसारा-आम-विष-कास-वमि-क्रिमीहर",,
BPN_0104,शावरलोध्रः,"लोध्र, तिल्व, तिरीट, शावर, गालव",,,हरीतक्यादिवर्गः,Rasa: कषाय | Guna: लघु | Virya: शीत,"ग्राही, चक्षुष्य, कफपित्तनुत्, रक्त-पित्ता-असृग्ज्वरा-अतीसार-शोथहृत्",,
BPN_0105,पट्टिकालोध्रः,"पट्टिकालोध्र, क्रमुक, स्थूलवल्कल, जीर्णपत्र, बृहत्पत्र, पट्टी, लाक्षा प्रसादन ",,,हरीतक्यादिवर्गः,,,,
BPN_0106,लशुना,"रसोनः, उग्रगन्धः, अरिष्टः, म्लेच्छकन्दः, यवनेष्टः, रसोनकः",,,हरीतक्यादिवर्गः,,,,
BPN_0107,अथ लशुने रसस्थानान्याह,,,,हरीतक्यादिवर्गः,,पत्रेषु तिक्त; मूलेषु कटु; नाले कषाय; नालाग्रे  लवण; बीजे मधुर,,
BPN_0108,अथ लशुनगुणानाह,,,,हरीतक्यादिवर्गः,"Rasa: कटु, मधुर | Guna: स्निग्ध, तीक्ष्ण, गुरु | Virya: उष्ण | Vipaka: कटु","बृंहण, वृष्य, पाचन, सर, भग्नसन्धानकृत्, कण्ठ्य, पित्ता-अस्रवृद्धिद, बलवर्णकर, मेधाहित, नेत्र्य, रसायन, हृद्रोग-जीर्ण-ज्वर-कुक्षि-शूल-विबन्ध-गुल्मा-अरुचि-कास-शोथ-दुर्नाम-कुष्ठानलसादजन्तु-समीरण-श्वास-कफह",,
BPN_0109,पलाण्डुः,"पलाण्डु, यवनेष्ट, दुर्गन्ध, मुखदूषक ",,,हरीतक्यादिवर्गः,Rasa: स्वादु | Guna: गुरु | Virya: उष्ण | Vipaka: स्वादु,"कफकृत्, नातिपित्तल, केवलवातहर, बलवीर्यकर",,
BPN_0110,भल्लातकः,"भल्लातक, अरुष्क, अरुष्कर, अग्निक, अग्निमुखी, भल्ली, वीरवृक्ष, शोफकृत्  ",,,हरीतक्यादिवर्गः,,,,
BPN_0111,,,,,हरीतक्यादिवर्गः,"Rasa: स्वादु, कषाय | Guna: लघु, स्निग्ध, तीक्ष्ण | Virya: उष्ण | Vipaka: स्वादु","पाचन, छेदि, भेद, मेध्य, वह्निकर, कफ-वात-व्रणो-उदरकुष्ठा-आर्श-ग्रहणी-गुल्म-शोफा-आनाह-ज्वर-क्रिमीहर",,
BPN_0112,तन्मजा,,,,हरीतक्यादिवर्गः,Rasa: मधुर,"वृष्या, बृंहणी, वातपित्तह",,
BPN_0113,वृन्तमारुष्कर,,,,हरीतक्यादिवर्गः,Rasa: स्वादु,"पित्तघ्न, केश्य-अग्निकृत्",,
